unique_int_id,parent_unique_int_id,uniq_seg_id,parent_uniq_id,neurite_type,x,y,z,radius,voltage_attenuation,peak_delays,distance_to_soma
1,-1,soma[0]_0,root,soma,-1.6222106218338013,-1.1368829011917114,0.1936306655406952,7.269939422607422,1.0,0.0,0.0
2,1,dend[0]_0,soma[0]_0,dend,12.439399719238281,-9.353580474853516,-3.9837098121643066,2.4700000286102295,0.9775208179351536,0.0,28.862972337635995
3,2,dend[1]_0,dend[0]_0,dend,17.856300354003906,-25.82670021057129,-6.146719932556152,2.119999885559082,0.9364288180963937,0.05,52.53566172063954
4,3,dend[2]_0,dend[1]_0,dend,18.767799377441406,-40.552101135253906,-8.33866024017334,1.5299999713897705,0.9184453397747702,0.05,65.40144538611213
5,4,dend[3]_0,dend[2]_0,dend,21.53969955444336,-52.81529998779297,-5.5561299324035645,1.059999942779541,0.877573094643634,0.07500000000000001,80.50694991708502
6,5,dend[3]_1,dend[3]_0,dend,28.225900650024414,-74.38349914550781,-1.3752398490905762,0.7649999856948853,0.8197928867611759,0.125,101.70154292990327
7,6,dend[3]_2,dend[3]_1,dend,39.06399917602539,-92.41230010986328,1.9198501110076904,0.38499999046325684,0.756047084097365,0.17500000000000002,122.89613594272149
8,7,dend[4]_0,dend[3]_2,dend,49.307498931884766,-107.74700164794922,-8.410160064697266,1.149999976158142,0.6502684269056924,0.275,143.37995034005482
9,8,dend[4]_1,dend[4]_0,dend,66.07379913330078,-119.30400085449219,-15.339799880981445,0.6200000047683716,0.5970730621988495,0.35000000000000003,163.15298612190327
10,9,dend[4]_2,dend[4]_1,dend,83.79429626464844,-123.68299865722656,-19.346099853515625,0.5,0.5623325273337955,0.4,182.92602190375172
11,10,dend[4]_3,dend[4]_2,dend,97.6332015991211,-125.46099853515625,-23.988800048828125,0.38499999046325684,0.5140542746878815,0.45,202.69905768560017
