unique_int_id,parent_unique_int_id,uniq_seg_id,parent_uniq_id,neurite_type,x,y,z,radius,voltage_attenuation,peak_delays,distance_to_soma
1,-1,soma[0]_0,root,soma,-1.6222106218338013,-1.1368829011917114,0.1936306655406952,7.269939422607422,1.0,0.0,0.0
2,1,dend[0]_0,soma[0]_0,dend,12.439399719238281,-9.353580474853516,-3.9837098121643066,2.4700000286102295,0.9031215238984472,0.0,28.862972337635995
3,2,dend[1]_0,dend[0]_0,dend,17.856300354003906,-25.82670021057129,-6.146719932556152,2.119999885559082,0.7800004368432577,0.025,52.53566172063954
4,3,dend[2]_0,dend[1]_0,dend,18.767799377441406,-40.552101135253906,-8.33866024017334,1.5299999713897705,0.7353531620313956,0.05,65.40144538611213
5,4,dend[3]_0,dend[2]_0,dend,21.53969955444336,-52.81529998779297,-5.5561299324035645,1.059999942779541,0.6370529189737044,0.1,80.50694991708502
6,5,dend[3]_1,dend[3]_0,dend,28.225900650024414,-74.38349914550781,-1.3752398490905762,0.7649999856948853,0.5241709660956323,0.15000000000000002,101.70154292990327
7,6,dend[3]_2,dend[3]_1,dend,39.06399917602539,-92.41230010986328,1.9198501110076904,0.38499999046325684,0.4220373970505476,0.2,122.89613594272149
8,7,dend[4]_0,dend[3]_2,dend,49.307498931884766,-107.74700164794922,-8.410160064697266,1.149999976158142,0.277470667983266,0.325,143.37995034005482
9,8,dend[4]_1,dend[4]_0,dend,66.07379913330078,-119.30400085449219,-15.339799880981445,0.6200000047683716,0.22003573181523006,0.45,163.15298612190327
10,9,dend[4]_2,dend[4]_1,dend,83.79429626464844,-123.68299865722656,-19.346099853515625,0.5,0.19119697258635027,0.55,182.92602190375172
11,10,dend[4]_3,dend[4]_2,dend,97.6332015991211,-125.46099853515625,-23.988800048828125,0.38499999046325684,0.15888163083095783,0.7250000000000001,202.69905768560017
12,11,dend[4]_4,dend[4]_3,dend,111.9219970703125,-128.70700073242188,-28.233200073242188,0.32499998807907104,0.13584336380522022,0.9750000000000001,222.47209346744862
13,12,dend[4]_5,dend[4]_4,dend,126.12300109863281,-131.18099975585938,-31.92569923400879,0.26499998569488525,0.11654168701001089,1.225,242.24512924929707
14,13,dend[4]_6,dend[4]_5,dend,145.5570068359375,-134.06399536132812,-32.623600006103516,0.5899999737739563,0.09913356135665484,1.4500000000000002,262.01816503114554
15,14,dend[4]_7,dend[4]_6,dend,159.85800170898438,-143.2050018310547,-36.637298583984375,0.23499999940395355,0.0796231874579157,1.7000000000000002,281.791200812994
16,15,dend[4]_8,dend[4]_7,dend,174.99400329589844,-142.80499267578125,-38.115299224853516,0.29499998688697815,0.06103666328407726,2.0,301.56423659484244
17,16,dend[4]_9,dend[4]_8,dend,188.73399353027344,-137.93099975585938,-36.89720153808594,0.26499998569488525,0.04905278518231767,2.25,321.33727237669086
18,17,dend[4]_10,dend[4]_9,dend,204.6020050048828,-134.30099487304688,-35.506500244140625,0.4099999964237213,0.03671444174405583,2.625,341.11030815853934
19,18,dend[4]_11,dend[4]_10,dend,217.99000549316406,-132.3780059814453,-35.95539855957031,0.32499998807907104,0.03049967615506731,2.975,360.8833439403878
20,19,dend[4]_12,dend[4]_11,dend,238.99200439453125,-129.62899780273438,-39.135799407958984,0.23499999940395355,0.026171845361240585,3.325,380.65637972223624
21,20,dend[4]_13,dend[4]_12,dend,257.7659912109375,-123.99199676513672,-39.31370162963867,0.8550000190734863,0.022665806672189356,3.75,400.4294155040847
22,21,dend[4]_14,dend[4]_13,dend,279.5369873046875,-128.80999755859375,-40.731201171875,1.149999976158142,0.02099277934187232,4.025,420.20245128593314
23,22,dend[4]_15,dend[4]_14,dend,293.1889953613281,-134.71400451660156,-35.15810012817383,1.090000033378601,0.018944986459850217,4.5,439.9754870677816
24,23,dend[4]_16,dend[4]_15,dend,309.3599853515625,-134.781005859375,-24.714599609375,1.2350000143051147,0.01762996587239764,4.9,459.74852284963004
25,24,dend[4]_17,dend[4]_16,dend,326.37701416015625,-140.9250030517578,-22.300800323486328,0.23499999940395355,0.016785895471097156,5.2,479.5215586314785
26,25,dend[4]_18,dend[4]_17,dend,344.677001953125,-148.78199768066406,-19.44230079650879,0.7049999833106995,0.01614282262067171,5.4750000000000005,499.29459441332693
27,26,dend[4]_19,dend[4]_18,dend,368.8160095214844,-152.63099670410156,-15.475000381469727,0.29499998688697815,0.015836448207434732,5.6000000000000005,519.0676301951754
28,27,dend[4]_20,dend[4]_19,dend,384.5459899902344,-152.75799560546875,-20.135900497436523,0.20499999821186066,0.015649927793199153,5.7,538.840665977024
29,7,dend[5]_0,dend[3]_2,dend,37.838600158691406,-107.99199676513672,3.3475801944732666,0.26499998569488525,0.29662506509000436,0.30000000000000004,143.92811799480427
30,29,dend[5]_1,dend[5]_0,dend,29.284700393676758,-123.66899871826172,12.972800254821777,0.7049999833106995,0.20426742352557228,0.47500000000000003,164.7974890861516
31,30,dend[5]_2,dend[5]_1,dend,16.52669906616211,-131.46800231933594,30.111799240112305,0.5299999713897705,0.16103009592728976,0.675,185.6668601774989
32,31,dend[5]_3,dend[5]_2,dend,-0.6553922295570374,-140.3470001220703,42.52389907836914,0.17499999701976776,0.13214436400663315,1.2000000000000002,206.53623126884622
33,32,dend[5]_4,dend[5]_3,dend,-16.626399993896484,-139.6510009765625,49.51110076904297,0.14499999582767487,0.11687185383467892,1.625,227.40560236019354
34,33,dend[5]_5,dend[5]_4,dend,-25.33970069885254,-137.55099487304688,61.07630157470703,0.20499999821186066,0.10868317281683054,1.925,248.27497345154086
35,34,dend[5]_6,dend[5]_5,dend,-34.1255989074707,-142.72900390625,75.14759826660156,0.4099999964237213,0.10680204982509517,2.025,269.1443445428882
36,4,dend[6]_0,dend[2]_0,dend,19.483800888061523,-53.082298278808594,5.6427001953125,1.090000033378601,0.4577198842543933,0.2,86.58608782511695
37,36,dend[7]_0,dend[6]_0,dend,18.21739959716797,-68.7782974243164,26.435800552368164,0.5299999713897705,0.3473555255544327,0.30000000000000004,111.83144483653035
38,37,dend[7]_1,dend[7]_0,dend,15.765600204467773,-79.98280334472656,42.999298095703125,0.675000011920929,0.30914169764226185,0.4,128.9692900304751
39,38,dend[7]_2,dend[7]_1,dend,12.068300247192383,-83.99530029296875,55.56919860839844,0.7649999856948853,0.28754914092486294,0.47500000000000003,146.10713522441986
40,39,dend[7]_3,dend[7]_2,dend,5.141429901123047,-91.0873031616211,62.01890182495117,0.5299999713897705,0.2742932780450061,0.525,163.2449804183646
41,40,dend[7]_4,dend[7]_3,dend,-6.145060062408447,-91.0239028930664,71.82890319824219,0.4099999964237213,0.26630319173407235,0.5750000000000001,180.38282561230935
42,36,dend[8]_0,dend[6]_0,dend,22.006900787353516,-66.99909973144531,16.853200912475586,1.2050000429153442,0.3616498221707587,0.275,105.07992351180562
43,42,dend[9]_0,dend[8]_0,dend,28.61829948425293,-71.0457992553711,27.298900604248047,1.149999976158142,0.3183928466459753,0.325,116.23636697075395
44,43,dend[9]_1,dend[9]_0,dend,42.45909881591797,-74.63259887695312,39.096099853515625,0.8849999904632568,0.2769385334515811,0.4,134.91445134415522
45,44,dend[9]_2,dend[9]_1,dend,55.94779968261719,-75.72200012207031,48.885799407958984,0.6200000047683716,0.2379918266784136,0.5,153.59253571755653
