unique_int_id,parent_unique_int_id,uniq_seg_id,parent_uniq_id,neurite_type,x,y,z,radius,psp_amplitude_ratio,delay,distance_to_soma
1,2,dend[46]_0,dend[42]_0,dend,-138.99400329589844,-66.07060241699219,-4.1298298835754395,0.8899999856948853,4.37322813881774,4.4,196.0334486773665
2,121,dend[42]_0,dend[41]_4,dend,-129.94700622558594,-57.20199966430664,0.8722101449966431,0.4399999976158142,3.9048080329394104,4.0,181.68808766469954
3,2,dend[43]_0,dend[42]_0,dend,-139.50999450683594,-64.12969970703125,0.3895791172981262,0.23499999940395355,5.1249112168157644,4.800000000000001,195.16320340923744
4,121,dend[47]_0,dend[41]_4,dend,-134.6790008544922,-59.827999114990234,4.2984299659729,0.5,4.769239763774785,4.6000000000000005,187.94888567295726
5,151,dend[40]_0,dend[38]_6,dend,-79.90010070800781,-112.62100219726562,95.86940002441406,0.26499998569488525,6.62148173704655,5.0,225.90670193059893
6,23,dend[41]_0,dend[37]_0,dend,-41.05509948730469,-39.03030014038086,-3.951319694519043,0.7649999856948853,1.4025636388493001,1.4000000000000001,88.60557096387049
7,182,dend[44]_0,dend[43]_10,dend,-304.84698486328125,-15.771499633789062,5.691969871520996,0.7649999856948853,30.138397180083842,8.0,401.9007915870047
8,182,dend[45]_0,dend[43]_10,dend,-300.89599609375,-10.662199974060059,10.637999534606934,0.32499998807907104,31.620537295149298,8.1,406.2483955756419
9,87,dend[35]_0,dend[34]_2,dend,-71.1156005859375,-90.127197265625,-11.834400177001953,0.5,5.758747809607741,4.7,159.85481336018083
10,23,dend[38]_0,dend[37]_0,dend,-34.50790023803711,-42.16740036010742,3.249040126800537,0.4399999976158142,1.564751717789179,1.7000000000000002,88.19905110569768
11,87,dend[36]_0,dend[34]_2,dend,-76.17489624023438,-97.44640350341797,-7.989590167999268,0.17499999701976776,7.893988568999397,5.1000000000000005,168.08041961676253
12,127,dend[32]_0,dend[30]_4,dend,13.654600143432617,-119.25499725341797,-69.45469665527344,0.20499999821186066,11.162519462750373,5.9,207.59105378630224
13,151,dend[39]_0,dend[38]_6,dend,-80.31410217285156,-108.85900115966797,90.8823013305664,0.17499999701976776,7.436353429268244,5.0,221.84015966095663
14,47,dend[27]_0,soma[0]_0,dend,-11.105299949645996,-11.645000457763672,0.37468111515045166,1.6799999475479126,1.017584409303035,0.0,21.916261483976022
15,21,dend[34]_0,dend[28]_0,dend,-27.62969970703125,-65.18489837646484,-10.47439956665039,0.5299999713897705,2.3349530235494207,3.0,106.05751605484397
16,30,dend[33]_0,dend[29]_0,dend,-14.92240047454834,-78.7876968383789,-15.732399940490723,0.5,3.2249828927402295,3.8000000000000003,123.18927819200363
17,50,dend[26]_0,dend[0]_0,dend,26.972999572753906,-22.275400161743164,-12.445699691772461,0.4399999976158142,1.4312073660623315,1.4000000000000001,58.964264431676895
18,30,dend[30]_0,dend[29]_0,dend,-10.775099754333496,-80.2406005859375,-20.760099411010742,0.5600000023841858,2.526767902792702,3.2,120.66236160446806
19,128,dend[21]_0,dend[20]_4,dend,100.90899658203125,-77.81759643554688,-81.53089904785156,0.17499999701976776,9.4289740159134,5.2,206.03560763755766
20,38,dend[25]_0,dend[19]_0,dend,38.24369812011719,-52.887901306152344,-19.14150047302246,0.5299999713897705,1.947525604801437,2.5,91.82642312008541
21,81,dend[28]_0,dend[27]_2,dend,-21.092899322509766,-46.72719955444336,-11.100199699401855,0.5600000023841858,1.4858318455400121,1.5,79.80454290923393
22,35,dend[12]_0,dend[11]_0,dend,271.8949890136719,-127.46099853515625,60.19139862060547,0.20499999821186066,28.044532226119394,6.9,422.86634783472914
23,81,dend[37]_0,dend[27]_2,dend,-27.55430030822754,-35.562801361083984,-5.152249813079834,0.9399999976158142,1.1996305246100247,0.7000000000000001,71.22770475089911
24,38,dend[20]_0,dend[19]_0,dend,41.433998107910156,-43.997501373291016,-25.591400146484375,0.5600000023841858,1.9356656909038297,2.5,93.50535628126329
25,40,dend[15]_0,dend[13]_0,dend,290.3160095214844,-119.01300048828125,73.8676986694336,0.14499999582767487,41.62205799983318,8.3,453.40012955545876
26,127,dend[31]_0,dend[30]_4,dend,6.8968000411987305,-116.25499725341797,-68.17980194091797,0.5299999713897705,8.84762740854169,5.6000000000000005,204.70382225217523
27,88,dend[22]_0,dend[21]_2,dend,114.38400268554688,-130.1199951171875,-105.90299987792969,0.17499999701976776,26.164345272182292,6.300000000000001,274.14106755351196
28,88,dend[23]_0,dend[21]_2,dend,119.03299713134766,-134.718994140625,-111.03299713134766,0.7049999833106995,25.781520958167192,6.300000000000001,279.9123001303758
29,22,dend[16]_0,dend[12]_0,dend,284.18499755859375,-119.62899780273438,65.3115005493164,0.20499999821186066,30.80464572895807,7.300000000000001,438.25821576845874
